drug_name,form,active_ingredient,strength,status
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""5,000 UNITS/ML""]",Prescription
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""10,000 UNITS/ML""]",Prescription
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""5,000 UNITS/0.5ML""]",Discontinued
SODIUM CHLORIDE,"[""INJECTABLE"", ""INJECTION""]",SODIUM CHLORIDE,"[""20GM/100ML""]",Discontinued
FLUORINE F-18,"[""INJECTABLE"", ""INTRAVENOUS""]",SODIUM FLUORIDE F-18,"[""2mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
RENOTEC,"[""INJECTABLE"", ""INJECTION""]",TECHNETIUM TC-99M FERPENTETATE KIT,"[""N/A""]",Discontinued
KAON CL,"[""TABLET, EXTENDED RELEASE"", ""ORAL""]",POTASSIUM CHLORIDE,"[""6.7MEQ""]",Discontinued
KAON CL-10,"[""TABLET, EXTENDED RELEASE"", ""ORAL""]",POTASSIUM CHLORIDE,"[""10MEQ""]",Discontinued
SETHOTOPE,"[""INJECTABLE"", ""INJECTION""]",SELENOMETHIONINE SE-75,"[""85-550uCi/ML""]",Discontinued
PEPTAVLON,"[""INJECTABLE"", ""INJECTION""]",PENTAGASTRIN,"[""0.25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""5,000 UNITS/VIAL""]",Discontinued
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""10,000 UNITS/VIAL""]",Discontinued
A.P.L.,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""5,000 UNITS/VIAL""]",Discontinued
A.P.L.,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""10,000 UNITS/VIAL""]",Discontinued
A.P.L.,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""20,000 UNITS/VIAL""]",Discontinued
CYSTO-CONRAY,"[""Solution"", "" Intravesical, Ureteral""]",IOTHALAMATE MEGLUMINE,"[""43%""]",Prescription
CYSTO-CONRAY II,"[""SOLUTION"", ""INTRAVESICAL""]",IOTHALAMATE MEGLUMINE,"[""17.2%""]",Prescription
METHADONE HYDROCHLORIDE,"[""TABLET, FOR SUSPENSION"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""40MG""]",Prescription
TECHNECOLL,"[""SOLUTION"", ""INJECTION, ORAL""]",TECHNETIUM TC-99M SULFUR COLLOID KIT,"[""N/A""]",Discontinued
NOR-QD,"[""TABLET"", ""ORAL-28""]",NORETHINDRONE,"[""0.35MG""]",Prescription
ISMOTIC,"[""SOLUTION"", ""ORAL""]",ISOSORBIDE,"[""100GM/220ML""]",Discontinued
HEPARIN LOCK FLUSH,"[""INJECTABLE"", "" INJECTION""]",HEPARIN SODIUM,"[""100 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""1,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""5,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""10,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""20,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""40,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""2,500 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""3,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""4,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""6,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""7,500 UNITS/ML""]",Discontinued
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""5,000 UNITS/VIAL""]",Discontinued
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""10,000 UNITS/VIAL""]",Prescription
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""20,000 UNITS/VIAL""]",Discontinued
CHORIONIC GONADOTROPIN,"[""INJECTABLE"", ""INJECTION""]","GONADOTROPIN, CHORIONIC","[""15,000 UNITS/VIAL""]",Discontinued
DEXEDRINE,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",DEXTROAMPHETAMINE SULFATE,"[""5MG""]",Prescription
DEXEDRINE,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",DEXTROAMPHETAMINE SULFATE,"[""10MG""]",Prescription
DEXEDRINE,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",DEXTROAMPHETAMINE SULFATE,"[""15MG""]",Prescription
HALDOL SOLUTAB,"[""TABLET"", ""ORAL""]",HALOPERIDOL,"[""1MG""]",Discontinued
PHOSPHOCOL P32,"[""INJECTABLE"", ""INJECTION""]",CHROMIC PHOSPHATE P-32,"[""5mCi/ML""]",Discontinued
ETHRANE,"[""LIQUID"", ""INHALATION""]",ENFLURANE,"[""99.9%""]",Discontinued
TOFRANIL-PM,"[""CAPSULE"", ""ORAL""]",IMIPRAMINE PAMOATE,"[""EQ 75MG HYDROCHLORIDE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TOFRANIL-PM,"[""CAPSULE"", ""ORAL""]",IMIPRAMINE PAMOATE,"[""EQ 150MG HYDROCHLORIDE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TOFRANIL-PM,"[""CAPSULE"", ""ORAL""]",IMIPRAMINE PAMOATE,"[""EQ 125MG HYDROCHLORIDE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TOFRANIL-PM,"[""CAPSULE"", ""ORAL""]",IMIPRAMINE PAMOATE,"[""EQ 100MG HYDROCHLORIDE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
SELENOMETHIONINE SE 75,"[""INJECTABLE"", ""INJECTION""]",SELENOMETHIONINE SE-75,"[""100uCi/ML""]",Discontinued
PRED MILD,"[""SUSPENSION/DROPS"", ""OPHTHALMIC""]",PREDNISOLONE ACETATE,"[""0.12%""]",Prescription
TRANXENE,"[""CAPSULE"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""3.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE,"[""CAPSULE"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE,"[""CAPSULE"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE SD,"[""TABLET"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""22.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE SD,"[""TABLET"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""11.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE,"[""TABLET"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""3.75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
TRANXENE,"[""TABLET"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""7.5MG""]",Prescription
TRANXENE,"[""TABLET"", ""ORAL""]",CLORAZEPATE DIPOTASSIUM,"[""15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
ATROPEN,"[""SOLUTION"", ""INTRAMUSCULAR""]",ATROPINE,"[""EQ 2MG SULFATE/0.7ML""]",Prescription
ATROPEN,"[""SOLUTION"", ""INTRAMUSCULAR""]",ATROPINE,"[""EQ 1MG SULFATE/0.7ML""]",Prescription
ATROPEN,"[""SOLUTION"", ""INTRAMUSCULAR""]",ATROPINE,"[""EQ 0.5MG SULFATE/0.7ML""]",Prescription
ATROPEN,"[""SOLUTION"", ""INTRAMUSCULAR""]",ATROPINE,"[""EQ 0.25MG SULFATE/0.3ML""]",Prescription
WESTADONE,"[""TABLET, DISPERSIBLE"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""2.5MG""]",Discontinued
WESTADONE,"[""TABLET, EFFERVESCENT"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""5MG""]",Discontinued
WESTADONE,"[""TABLET, EFFERVESCENT"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""10MG""]",Discontinued
WESTADONE,"[""TABLET, EFFERVESCENT"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""40MG""]",Discontinued
PREDNISONE,"[""TABLET"", ""ORAL""]",PREDNISONE,"[""20MG""]",Discontinued
MOBAN,"[""CAPSULE"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""CAPSULE"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""CAPSULE"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""TABLET"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""TABLET"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""TABLET"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""TABLET"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MOBAN,"[""TABLET"", ""ORAL""]",MOLINDONE HYDROCHLORIDE,"[""100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
METHADOSE,"[""CONCENTRATE"", ""ORAL""]",METHADONE HYDROCHLORIDE,"[""10MG/ML""]",Prescription
SYMMETREL,"[""SYRUP"", "" ORAL""]",AMANTADINE HYDROCHLORIDE,"[""50MG/5ML""]",Discontinued
DARVOCET-N 50,"[""TABLET"", ""ORAL""]",ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,"[""325MG"", ""50MG""]",Discontinued
DARVOCET-N 100,"[""TABLET"", ""ORAL""]",ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,"[""650MG"", ""100MG""]",Discontinued
CHOLEBRINE,"[""TABLET"", ""ORAL""]",IOCETAMIC ACID,"[""750MG""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""1,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""5,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""10,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""20,000 UNITS/ML""]",Discontinued
ULTRA-TECHNEKOW FM,"[""SOLUTION"", ""INTRAVENOUS""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,"[""0.25-3 CI/GENERATOR""]",Discontinued
ULTRA-TECHNEKOW FM,"[""SOLUTION"", ""INTRAVENOUS""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,"[""1-19 CI/GENERATOR""]",Prescription
UTICORT,"[""GEL"", ""TOPICAL""]",BETAMETHASONE BENZOATE,"[""0.025%""]",Discontinued
SANOREX,"[""TABLET"", ""ORAL""]",MAZINDOL,"[""1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
SANOREX,"[""TABLET"", ""ORAL""]",MAZINDOL,"[""2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
MPI DTPA KIT - CHELATE,"[""INJECTABLE"", ""INJECTION""]",TECHNETIUM TC-99M PENTETATE KIT,"[""N/A""]",Discontinued
XENON XE 133,"[""INJECTABLE"", ""INJECTION""]",XENON XE-133,"[""1.3-1.7 CI/AMP""]",Discontinued
XENON XE 133,"[""GAS"", ""INHALATION""]",XENON XE-133,"[""1 CI/AMP""]",Discontinued
SELENOMETHIONINE SE 75,"[""INJECTABLE"", ""INJECTION""]",SELENOMETHIONINE SE-75,"[""250uCi/ML""]",Discontinued
XENEISOL,"[""SOLUTION"", ""INHALATION, INJECTION""]",XENON XE-133,"[""18-25mCi/AMP""]",Discontinued
TECHNETIUM TC-99M PENTETATE KIT,"[""INJECTABLE"", ""INJECTION""]",TECHNETIUM TC-99M PENTETATE KIT,"[""N/A""]",Discontinued
CHLORMERODRIN HG 197,"[""INJECTABLE"", ""INJECTION""]",CHLORMERODRIN HG-197,"[""0.6-1.4mCi/ML""]",Discontinued
GLOFIL-125,"[""INJECTABLE"", ""INJECTION""]",IOTHALAMATE SODIUM I-125,"[""250-300uCi/ML""]",Prescription
XENON XE 133,"[""INJECTABLE"", ""INJECTION""]",XENON XE-133,"[""6.3mCi/ML""]",Discontinued
XENON XE 133,"[""GAS"", ""INHALATION""]",XENON XE-133,"[""10mCi/VIAL""]",Prescription
XENON XE 133,"[""GAS"", ""INHALATION""]",XENON XE-133,"[""20mCi/VIAL""]",Prescription
IODOHIPPURATE SODIUM I 131,"[""INJECTABLE"", ""INJECTION""]",IODOHIPPURATE SODIUM I-131,"[""0.2mCi/ML""]",Discontinued
SODIUM IODIDE I 131,"[""SOLUTION"", ""ORAL""]",SODIUM IODIDE I-131,"[""50mCi/ML""]",Discontinued
SODIUM IODIDE I 131,"[""CAPSULE"", ""ORAL""]",SODIUM IODIDE I-131,"[""50uCi""]",Discontinued
SODIUM IODIDE I 131,"[""CAPSULE"", ""ORAL""]",SODIUM IODIDE I-131,"[""100uCi""]",Discontinued
SODIUM ROSE BENGAL I 131,"[""INJECTABLE"", ""INJECTION""]",ROSE BENGAL SODIUM I-131,"[""0.5mCi/ML""]",Discontinued
SODIUM PERTECHNETATE TC 99M,"[""SOLUTION"", ""INJECTION, ORAL""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE,"[""12mCi/ML""]",Discontinued
SODIUM PERTECHNETATE TC 99M,"[""SOLUTION"", ""INJECTION, ORAL""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE,"[""24mCi/ML""]",Discontinued
SODIUM PERTECHNETATE TC 99M,"[""SOLUTION"", ""INJECTION, ORAL""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE,"[""48mCi/ML""]",Discontinued
SELENOMETHIONINE SE 75,"[""INJECTABLE"", ""INJECTION""]",SELENOMETHIONINE SE-75,"[""500uCi/ML""]",Discontinued
MINITEC,"[""SOLUTION"", ""INJECTION, ORAL""]",TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR,"[""0.22-2.22 CI/GENERATOR""]",Discontinued
RETIN-A,"[""CREAM"", ""TOPICAL""]",TRETINOIN,"[""0.1%""]",Prescription
ACTIN-N,"[""DRESSING"", ""TOPICAL""]",NITROFURAZONE,"[""0.2%""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""1,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""5,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""7,500 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""10,000 UNITS/ML""]",Discontinued
HEPARIN SODIUM,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""20,000 UNITS/ML""]",Discontinued
HEPARIN LOCK FLUSH,"[""INJECTABLE"", ""INJECTION""]",HEPARIN SODIUM,"[""10 UNITS/ML""]",Discontinued
CORTIFOAM,"[""AEROSOL, METERED"", ""RECTAL""]",HYDROCORTISONE ACETATE,"[""10%""]",Prescription
FASTIN,"[""CAPSULE"", ""ORAL""]",PHENTERMINE HYDROCHLORIDE,"[""30MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
LOESTRIN FE 1/20,"[""TABLET"", ""ORAL-28""]",ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,"[""0.02MG"", ""1MG""]",Prescription
LOESTRIN FE 1.5/30,"[""TABLET"", ""ORAL-21""]",ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,"[""0.03MG"", ""1.5MG""]",Prescription
PROGESTERONE,"[""INJECTABLE"", ""INJECTION""]",PROGESTERONE,"[""50MG/ML""]",Prescription
AQUATENSEN,"[""TABLET"", ""ORAL""]",METHYCLOTHIAZIDE,"[""5MG""]",Discontinued
MUCOMYST W/ ISOPROTERENOL,"[""SOLUTION"", ""INHALATION""]",ACETYLCYSTEINE; ISOPROTERENOL HYDROCHLORIDE,"[""10%"", ""0.05%""]",Discontinued
TELDRIN,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""8MG""]",Discontinued
TELDRIN,"[""CAPSULE, EXTENDED RELEASE"", ""ORAL""]",CHLORPHENIRAMINE MALEATE,"[""12MG""]",Discontinued
PRONESTYL,"[""TABLET"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""250MG""]",Discontinued
PRONESTYL,"[""TABLET"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""375MG""]",Discontinued
PRONESTYL,"[""TABLET"", ""ORAL""]",PROCAINAMIDE HYDROCHLORIDE,"[""500MG""]",Discontinued
FLUOCINONIDE,"[""GEL"", ""TOPICAL""]",FLUOCINONIDE,"[""0.05%""]",Prescription
DORMATE,"[""TABLET"", ""ORAL""]",MEBUTAMATE,"[""600MG""]",Discontinued
SEPTRA,"[""TABLET"", ""ORAL""]",SULFAMETHOXAZOLE; TRIMETHOPRIM,"[""400MG"", ""80MG""]",Prescription
SEPTRA DS,"[""TABLET"", ""ORAL""]",SULFAMETHOXAZOLE; TRIMETHOPRIM,"[""800MG"", ""160MG""]",Prescription
BACTRIM,"[""TABLET"", ""ORAL""]",SULFAMETHOXAZOLE; TRIMETHOPRIM,"[""400MG"", ""80MG""]",Prescription
BACTRIM DS,"[""TABLET"", ""ORAL""]",SULFAMETHOXAZOLE; TRIMETHOPRIM,"[""800MG"", ""160MG""]",Prescription
PLASMA-LYTE 148 IN WATER IN PLASTIC CONTAINER,"[""INJECTABLE"", ""INJECTION""]",MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,"[""30MG/100ML"", ""37MG/100ML"", ""368MG/100ML"", ""526MG/100ML"", ""502MG/100ML""]",Prescription
PLASMA-LYTE A IN PLASTIC CONTAINER,"[""INJECTABLE"", ""INJECTION""]",MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,"[""30MG/100ML"", ""37MG/100ML"", ""368MG/100ML"", ""526MG/100ML"", ""502MG/100ML""]",Prescription
SILVADENE,"[""CREAM"", ""TOPICAL""]",SILVER SULFADIAZINE,"[""1%""]",Prescription
PLASMA-LYTE 56 AND DEXTROSE 5% IN PLASTIC CONTAINER,"[""INJECTABLE"", ""INJECTION""]",DEXTROSE; MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE,"[""5GM/100ML"", ""32MG/100ML"", ""128MG/100ML"", ""234MG/100ML""]",Discontinued
ZAROXOLYN,"[""TABLET"", ""ORAL""]",METOLAZONE,"[""2.5MG""]",Discontinued
ZAROXOLYN,"[""TABLET"", ""ORAL""]",METOLAZONE,"[""5MG""]",Discontinued
ZAROXOLYN,"[""TABLET"", ""ORAL""]",METOLAZONE,"[""10MG""]",Discontinued
GYNOREST,"[""TABLET"", ""ORAL""]",DYDROGESTERONE,"[""5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
GYNOREST,"[""TABLET"", ""ORAL""]",DYDROGESTERONE,"[""10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
PLASMA-LYTE M AND DEXTROSE 5% IN PLASTIC CONTAINER,"[""INJECTABLE"", ""INJECTION""]",CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,"[""37MG/100ML"", ""5GM/100ML"", ""30MG/100ML"", ""119MG/100ML"", ""161MG/100ML"", ""94MG/100ML"", ""138MG/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
IMURAN,"[""INJECTABLE"", ""INJECTION""]",AZATHIOPRINE SODIUM,"[""EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**""]",Discontinued
INTROPIN,"[""INJECTABLE"", ""INJECTION""]",DOPAMINE HYDROCHLORIDE,"[""40MG/ML""]",Discontinued
INTROPIN,"[""INJECTABLE"", ""INJECTION""]",DOPAMINE HYDROCHLORIDE,"[""80MG/ML""]",Discontinued
INTROPIN,"[""INJECTABLE"", ""INJECTION""]",DOPAMINE HYDROCHLORIDE,"[""160MG/ML""]",Discontinued
REGONOL,"[""INJECTABLE"", ""INJECTION""]",PYRIDOSTIGMINE BROMIDE,"[""5MG/ML""]",Prescription
SOY-DOME,"[""EMULSION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""3%""]",Discontinued
DICOPAC KIT,"[""N/A"", ""N/A""]",CYANOCOBALAMIN; CYANOCOBALAMIN CO-57; CYANOCOBALAMIN CO-58,"[""N/A"", ""N/A"", ""N/A""]",Discontinued
CATAPRES,"[""TABLET"", ""ORAL""]",CLONIDINE HYDROCHLORIDE,"[""0.1MG""]",Discontinued
CATAPRES,"[""TABLET"", ""ORAL""]",CLONIDINE HYDROCHLORIDE,"[""0.2MG""]",Discontinued
CATAPRES,"[""TABLET"", ""ORAL""]",CLONIDINE HYDROCHLORIDE,"[""0.3MG""]",Discontinued
CU-7,"[""INTRAUTERINE DEVICE"", ""INTRAUTERINE""]",COPPER,"[""89MG""]",Discontinued
HEXA-GERM,"[""EMULSION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""3%""]",Discontinued
GERMA-MEDICA,"[""SOLUTION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""1%""]",Discontinued
"GERMA-MEDICA ""MG""","[""SOLUTION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""0.25%""]",Discontinued
SCRUBTEAM SURGICAL SPONGEBRUSH,"[""SPONGE"", ""TOPICAL""]",HEXACHLOROPHENE,"[""330MG""]",Discontinued
CENTRAX,"[""TABLET"", ""ORAL""]",PRAZEPAM,"[""10MG""]",Discontinued
DIAL,"[""SOLUTION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""0.25%""]",Discontinued
BICNU,"[""INJECTABLE"", ""INJECTION""]",CARMUSTINE,"[""100MG/VIAL""]",Prescription
SEPTISOL,"[""SOLUTION"", ""TOPICAL""]",HEXACHLOROPHENE,"[""0.25%""]",Discontinued
SEPTISOL,"[""AEROSOL"", ""TOPICAL""]",HEXACHLOROPHENE,"[""0.23%""]",Discontinued
PROGLYCEM,"[""CAPSULE"", ""ORAL""]",DIAZOXIDE,"[""50MG""]",Discontinued
PROGLYCEM,"[""CAPSULE"", ""ORAL""]",DIAZOXIDE,"[""100MG""]",Discontinued
DESONIDE,"[""OINTMENT"", ""TOPICAL""]",DESONIDE,"[""0.05%""]",Prescription
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,"[""SOLUTION"", ""IRRIGATION""]",SODIUM CHLORIDE,"[""900MG/100ML""]",Prescription
STERILE WATER,"[""LIQUID"", ""IRRIGATION""]",STERILE WATER FOR IRRIGATION,"[""100%""]",Prescription
NEGGRAM,"[""SUSPENSION"", ""ORAL""]",NALIDIXIC ACID,"[""250MG/5ML""]",Discontinued
OCUSERT PILO-20,"[""INSERT, EXTENDED RELEASE"", ""OPHTHALMIC""]",PILOCARPINE,"[""5MG""]",Discontinued
PRE-OP,"[""SPONGE"", ""TOPICAL""]",HEXACHLOROPHENE,"[""480MG""]",Prescription
PRE-OP II,"[""SPONGE"", ""TOPICAL""]",HEXACHLOROPHENE,"[""480MG""]",Prescription
PROSTIN F2 ALPHA,"[""INJECTABLE"", ""INJECTION""]",DINOPROST TROMETHAMINE,"[""EQ 5MG BASE/ML""]",Discontinued
PLASMA-LYTE R IN PLASTIC CONTAINER,"[""INJECTABLE"", ""INJECTION""]",CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE,"[""36.8MG/100ML"", ""30.5MG/100ML"", ""74.6MG/100ML"", ""640MG/100ML"", ""496MG/100ML"", ""89.6MG/100ML""]",Discontinued
HYDROXYPROGESTERONE CAPROATE,"[""INJECTABLE"", ""INJECTION""]",HYDROXYPROGESTERONE CAPROATE,"[""125MG/ML""]",Discontinued
HYDROXYPROGESTERONE CAPROATE,"[""INJECTABLE"", ""INJECTION""]",HYDROXYPROGESTERONE CAPROATE,"[""250MG/ML""]",Discontinued
INFED,"[""INJECTABLE"", ""INJECTION""]",FERRIC OXYHYDROXIDE,"[""EQ 100MG IRON/2ML (EQ 50MG IRON/ML)""]",Prescription
MINIPRESS,"[""CAPSULE"", ""ORAL""]",PRAZOSIN HYDROCHLORIDE,"[""EQ 5MG BASE""]",Prescription
MINIPRESS,"[""CAPSULE"", ""ORAL""]",PRAZOSIN HYDROCHLORIDE,"[""EQ 1MG BASE""]",Prescription
MINIPRESS,"[""CAPSULE"", ""ORAL""]",PRAZOSIN HYDROCHLORIDE,"[""EQ 2MG BASE""]",Prescription
DANTRIUM,"[""CAPSULE"", ""ORAL""]",DANTROLENE SODIUM,"[""25MG""]",Prescription
DANTRIUM,"[""CAPSULE"", ""ORAL""]",DANTROLENE SODIUM,"[""100MG""]",Prescription
